human_genes	mouse_genes
RCBTB1	Rcbtb1
WDR33	Wdr33
F8A1	F8a
F8A3	F8a
F8A2	F8a
UBE2A	Ube2a
CRY1	Cry1
RICTOR	Rictor
PRSS3	Prss3
PRSS1	Prss3
PRSS2	Prss3
TTC7A	Ttc7
CFAP92	1810020O05Rik
PRSS3	Gm5771
PRSS1	Gm5771
PRSS2	Gm5771
HK1	Hk1
PHF11	Phf11a
SFT2D3	Sft2d3
APEX2	Apex2
HTR4	Htr4
PHF11	Phf11b
TRMT13	Trmt13
LMO7	Lmo7
PRSS3	Gm10334
PRSS1	Gm10334
PRSS2	Gm10334
IGKV5-2	Igkv17-127
LIMS2	Lims2
EFCC1	Efcc1
KAT5	Kat5
LSM6	Lsm6
SLC17A2	Slc17a2
KLRG1	Klrg1
JAM3	Jam3
NRN1L	Nrn1l
NKRF	Nkrf
PRSS3	Prss1
PRSS1	Prss1
PRSS2	Prss1
ZNF213	Zfp213
GPR17	Gpr17
WASHC5	Washc5
PSKH1	Pskh1
FBXO38	Fbxo38
REXO2	Rexo2
CTRL	Ctrl
STPG4	Stpg4
MRPS27	Mrps27
Metazoa_SRP	Metazoa_SRP
OR7A10	Olfr19
OR7A5	Olfr19
OR7A17	Olfr19
GP9	Gp9
NEPRO	Nepro
OTOL1	Otol1
TUBGCP3	Tubgcp3
IGKV1D-43	Igkv11-125
IGKV1D-13	Igkv11-125
IGKV1-17	Igkv11-125
IGKV1D-39	Igkv11-125
IGKV1D-12	Igkv11-125
IGKV1-37	Igkv11-125
IGKV1-5	Igkv11-125
IGKV1-39	Igkv11-125
IGKV1D-42	Igkv11-125
IGKV1-6	Igkv11-125
IGKV1D-8	Igkv11-125
IGKV1-9	Igkv11-125
IGKV1-12	Igkv11-125
IGKV1D-17	Igkv11-125
IGKV1D-16	Igkv11-125
IGKV1-16	Igkv11-125
IGKV1D-37	Igkv11-125
IGKV1-8	Igkv11-125
TREML4	Treml4
MYO7B	Myo7b
RBM7	Rbm7
SLCO1B3-SLCO1B7	Slco1b2
SLCO1B1	Slco1b2
SLCO1B3	Slco1b2
SRD5A1	Srd5a1
SNX27	Snx27
SPAG6	Spag6l
C11orf71	Gm5617
HMGCLL1	Hmgcll1
MAP1B	Map1b
ALAS2	Alas2
PRSS3	Prss2
PRSS1	Prss2
PRSS2	Prss2
UBE2QL1	Ube2ql1
CKB	Ckb
VPREB1	Vpreb1
CARTPT	Cartpt
GTPBP8	Gtpbp8
SLCO1A2	Gm5724
JARID2	Jarid2
TRMT61A	Trmt61a
M6PR	M6pr
SPINK9	Spink10
PHF11	Phf11d
NSMCE2	Nsmce2
NNMT	Nnmt
ZNF205	Zfp13
BAG5	Bag5
COL6A5	Col6a5
IGKV5-2	Igkv17-121
BRMS1L	Brms1l
ZCCHC18	Gm45015
ZCCHC12	Gm45015
CD200R1L	Cd200r1
CD200R1	Cd200r1
ATP7A	Atp7a
TRIB1	Trib1
CALM2	Calm2
FAM149A	Fam149a
RAB43	Rab43
NFAM1	Nfam1
SPINK7	Spink7
RNU2-53P	Gm22451
SASS6	Sass6
RELA	Rela
SPINK13	Spink13
RNU6-765P	U6
COA8	Coa8
KCTD12	Kctd12
TREML2	Treml2
PHF11	Phf11c
ZBTB16	Zbtb16
DONSON	Donson
IWS1	Iws1
VPS52	Vps52
ACOD1	Acod1
GFRAL	Gfral
MBIP	Mbip
CLN5	Cln5
TRBC2	Trbc1
TRBC1	Trbc1
MDM2	Mdm2
FBXL3	Fbxl3
SLCO1A2	Slco1a4
PSMB10	Psmb10
IGSF9B	Igsf9b
NKX2-1	Nkx2-1
ZNF34	Zfp534
FNDC5	Fndc5
NKX2-8	Nkx2-9
VLDLR	Vldlr
PAX9	Pax9
LCAT	Lcat
CXorf49B	4933412E24Rik
CXorf49	4933412E24Rik
RNU6-628P	Gm25875
ZNF34	Zfp984
OSMR	Osmr
MFSD14A	Mfsd14a
IGKV2D-30	Igkv2-112
IGKV2-30	Igkv2-112
PNMA6F	Gm18336
PNMA6E	Gm18336
ZNF827	Zfp827
APCDD1	Apcdd1
ZFP92	Zfp92
SETDB2	Setdb2
FYB2	Fyb2
PGK1	Pgk1
DONSON	Atp5o
RNU2-45P	U2
TUFT1	Tuft1
PCMTD1	Pcmtd1
CD200R1L	Cd200r4
CD200R1	Cd200r4
SPATA19	Spata19
IGKV2D-29	Igkv2-109
IGKV2D-28	Igkv2-109
IGKV2-28	Igkv2-109
PRKAA2	Prkaa2
TRBC2	Trbc2
TRBC1	Trbc2
TREX2	Trex2
TAF9B	Taf9b
PLPP3	Plpp3
TRBV30	Trbv31
IGKV1D-43	Igkv16-104
IGKV1D-13	Igkv16-104
IGKV1-17	Igkv16-104
IGKV1D-39	Igkv16-104
IGKV1D-12	Igkv16-104
IGKV1-37	Igkv16-104
IGKV1-5	Igkv16-104
IGKV1-39	Igkv16-104
IGKV1D-42	Igkv16-104
IGKV1-6	Igkv16-104
IGKV1D-8	Igkv16-104
IGKV1-9	Igkv16-104
IGKV1-12	Igkv16-104
IGKV1D-17	Igkv16-104
IGKV1D-16	Igkv16-104
IGKV1-16	Igkv16-104
IGKV1D-37	Igkv16-104
IGKV1-8	Igkv16-104
CD200R1L	Cd200r2
CD200R1	Cd200r2
MCCC2	Mccc2
MAP3K2	Map3k2
C4orf51	1700011L22Rik
7SK	7SK
CDH7	Cdh7
IGKV1OR2-108	Igkv20-101-2
EPCAM	Epcam
SLCO1A2	Slco1a1
TOP3B	Top3b
MMAA	Mmaa
MIIP	Miip
SLC35E3	Slc35e3
TLR3	Tlr3
PTPRK	Ptprk
SEPTIN6	Septin6
ERCC3	Ercc3
LRATD2	Lratd2
SLC17A3	Slc17a3
CAB39L	Cab39l
A1BG	A1bg
SI	Sis
EXO1	Exo1
TREM2	Trem2
ISY1	Isy1
ISY1-RAB43	Isy1
HCRTR2	Hcrtr2
NAPG	Napg
SERHL2	Serhl
ZSCAN10	Zscan10
SMAD1	Smad1
S100PBP	S100pbp
CDADC1	Cdadc1
BECN2	Gm38100
UXS1	Uxs1
HTR3A	Htr3a
ATP11A	Atp11a
ICE1	Ice1
SLITRK3	Slitrk3
MSH2	Msh2
SOWAHD	Sowahd
EPHB6	Ephb6
BCHE	Bche
RNU6-239P	Gm26099
RNU6-121P	Gm26099
Metazoa_SRP	Gm24809
PFKFB1	Pfkfb1
DTNBP1	Dtnbp1
SHISA2	Shisa2
MYC	Myc
SLC35A3	Slc35a3
ATP8A2	Atp8a2
RNU6-781P	Gm24631
BIN1	Bin1
FAM83B	Fam83b
KCNV2	Kcnv2
RRP7A	Rrp7a
CDH19	Cdh19
HTR3B	Htr3b
PUM3	Pum3
HKDC1	Hkdc1
USP24	Usp24
SELENBP1	Selenbp2
OPCML	Opcml
DSEL	Dsel
KCNK12	Kcnk12
MMP25	Mmp25
TRPV6	Trpv6
SLC12A4	Slc12a4
SUPV3L1	Supv3l1
CD200R1L	Cd200r3
CD200R1	Cd200r3
GMPPA	Gmppa
GLYCTK	Glyctk
NUP58	Nupl1
TREML1	Treml1
MYCBP2	Mycbp2
SLC17A1	Slc17a1
HAUS7	Haus7
ZBBX	Zbbx
POLDIP3	Poldip3
TINAG	Tinag
TRPV5	Trpv5
YARS1	Yars
THEMIS	Themis
MSH6	Msh6
RFX3	Rfx3
MIR135A1	Mir135a-1
RPL39	Rpl39
NTM	Ntm
BICDL2	Bicdl2
TEX51	Gm35060
LLCFC1	Llcfc1
RNU12	Rnu12
GYPC	Gypc
TSLP	Tslp
SERPINI2	Serpini2
SLC17A4	Slc17a4
RNU6-608P	U6
WDR36	Wdr36
PCSK9	Pcsk9
SLCO1A2	Gm6614
GSDMC	Gsdmc
RNU6-10P	U6
WDR82	Wdr82
BTBD11	Btbd11
AGL	Agl
PLD5	Pld5
UPF3B	Upf3b
BSND	Bsnd
OTUD4	Otud4
TMEM61	Tmem61
H2BC1	H2bc1
H2AC1	H2ac1
CYB5R3	Cyb5r3
BDP1	Bdp1
PPM1F	Ppm1f
KIAA1522	C77080
MIRLET7G	Mirlet7g
SNX19	Snx19
CRYZL1	Cryzl1
RBM8A	Rbm8a2
NKAP	Nkap
ASIC4	Asic4
KEL	Kel
CAMK4	Camk4
ADAMTS15	Adamts15
SYNC	Sync
DPEP3	Dpep3
AKAP14	Akap14
STARD4	Stard4
DHCR24	Dhcr24
PPM1M	Ppm1m
WDR49	Wdr49
NDUFA1	Ndufa1
DPEP2	Dpep2
ABLIM1	Ablim1
CNBP	Cnbp
RNF113A	Rnf113a1
RNF113B	Rnf113a1
BGN	Bgn
LIFR	Lifr
NREP	Nrep
SNTG1	Sntg1
PDCD10	Pdcd10
ABCE1	Abce1
RBBP4	Rbbp4
VPS26A	Vps26a
RING1	Ring1
USP28	Usp28
SERPINI1	Serpini1
EPB41L4A	Epb41l4a
LEXM	Lexm
MYLIP	Mylip
ANAPC10	Anapc10
HHIP	Hhip
CGN	Cgn
THOC6	Thoc6
SRGN	Srgn
CCDC80	Ccdc80
TTC22	Ttc22
ADAMTS16	Adamts16
GYPA	Gypa
GYPB	Gypa
GYPE	Gypa
NUP107	Nup107
SLC25A21	Slc25a21
ZBTB8OS	Zbtb8os
OR9A2	Olfr459
SLC35A5	Slc35a5
PIEZO2	Piezo2
NUP58	Gm49336
ZNF775	B020011L13Rik
ZNF195	Gm28360
SLCO1A2	Slco1a6
U6	Gm24765
ZNF195	Gm28168
RRS1	Rrs1
ZNF195	Gm7145
PRPS1	Prps1l3
ATG3	Atg3
TGFB3	Tgfb3
IVNS1ABP	Ivns1abp
PARS2	Pars2
HCFC1R1	Hcfc1r1
ASAP2	Asap2
MAPK1	Mapk1
ZBTB8A	Zbtb8a
ADAMTS8	Adamts8
PIP	Pip
CYSLTR1	Cysltr1
MFN2	Mfn2
FBXO11	Fbxo11
SCGN	Scgn
ZW10	Zw10
SNORA75	Gm22972
SNORA75B	Gm22972
FREM3	Frem3
DUS2	Dus2
RNU1-55P	Gm24622
FRRS1	Frrs1
RNU6-464P	Gm24491
ZBTB44	Zbtb44
SERF1A	Serf1
A4GALT	A4galt
RTL3	Rtl3
DPEP2NB	Dpep2nb
DDX28	Ddx28
LPAR4	Lpar4
GSDMC	Gsdmc2
BTLA	Btla
SMARCA5	Smarca5
TAS2R39	Tas2r139
SLCO1A2	Slco1a5
GMPR	Gmpr
C6orf58	2310057J18Rik
MLIP	Mlip
P2RY10	P2ry10
DENND6A	Dennd6a
PALMD	Palmd
CD200	Cd200
IRX1	Irx1
TAS2R40	Tas2r144
ARFGAP3	Arfgap3
IAPP	Iapp
SMN1	Smn1
SMN2	Smn1
TTC14	Ttc14
RN7SL5P	Rn7s6
GSTK1	Gstk1
TRO	Tro
CLDN6	Cldn6
PWP1	Pwp1
GAB1	Gab1
CLDN9	Cldn9
TSN	Tsn
YPEL1	Ypel1
GSDMC	Gsdmc3
IRX2	Irx2
RNU6-966P	Gm22542
RNU6-975P	U6
FOXN2	Foxn2
TMEM139	Tmem139
ATXN1	Atxn1
PYROXD1	Pyroxd1
HSD17B8	H2-Ke6
NFATC3	Nfatc3
NIFK	Nifk
RAP1B	Rap1b
GSDMC	Gsdmc4
ZBTB8B	Zbtb8b
RNU1-57P	Gm24621
BSDC1	Bsdc1
ADHFE1	Adhfe1
ST14	St14
PHC1	Phc1
IFT43	Ift43
IRX4	Irx4
SOGA3	Soga3
SLC9C1	Slc9c1
EGFLAM	Egflam
STMND1	Stmnd1
PLOD1	Plod1
RBM24	Rbm24
KIFBP	Kifbp
NDUFS6	Ndufs6
TWF2	Twf2
PPP1R21	Ppp1r21
USP38	Usp38
MRPL36	Mrpl36
CAP2	Cap2
ITGB1BP1	Itgb1bp1
TSSK3	Tssk3
KIAA2013	2510039O18Rik
MTMR6	Mtmr6
ESRP2	Esrp2
FAM229A	Fam229a
ATP2B3	Atp2b3
NPPB	Nppb
GCSAM	Gcsam
SWT1	Swt1
MARCKSL1	Marcksl1
NPPA	Nppa
NFYA	Nfya
FAM8A1	Fam8a1
MIPOL1	Mipol1
AMER2	Amer2
TTC4	Ttc4
SHISA3	Shisa3
C3orf52	BC016579
NKX6-1	Nkx6-1
KIAA0408	9330159F19Rik
ARF4	Arf4
TMPRSS7	Tmprss7
PLA2G15	Pla2g15
ZNF853	Zfp853
DDX21	Ddx21
TLR9	Tlr9
SLC7A6	Slc7a6
ALAS1	Alas1
PACSIN2	Pacsin2
C7orf26	E130309D02Rik
TAGLN3	Tagln3
PRDM4	Prdm4
SCEL	Scel
ABHD10	Abhd10
CDS1	Cds1
RNU6-1333P	Gm24848
RNU6-77P	Gm24848
VXN	Vxn
APC	Apc
DUSP9	Dusp9
PPIL2	Ppil2
KLC1	Klc1
HDAC1	Hdac1
SLC7A6OS	Slc7a6os
CEP170	Cep170
GPR174	Gpr174
PRMT7	Prmt7
PPTC7	Pptc7
TMPRSS5	Tmprss5
ASCL4	Ascl4
GDNF	Gdnf
DDX50	Ddx50
WDR70	Wdr70
MROH7-TTC4	Mroh7
MROH7	Mroh7
ITM2A	Itm2a
COPG1	Copg1
CDK6	Cdk6
FUBP1	Fubp1
SMPD3	Smpd3
PDE12	Pde12
CYRIB	Cyrib
RTCB	Rtcb
CARMIL1	Carmil1
SPATA13	Spata13
RAD9B	Rad9b
INPP4B	Inpp4b
FAM151A	Fam151a
ECHDC1	Echdc1
SLC39A7	Slc39a7
LCK	Lck
TTLL1	Ttll1
FAM133B	Fam133b
TBX22	Tbx22
SRP19	Srp19
C1QTNF9	C1qtnf9
C1QTNF9B	C1qtnf9
STOX1	Stox1
STON1-GTF2A1L	Ston1
STON1	Ston1
TRMT1L	Trmt1l
SLAIN1	Slain1
DRD2	Drd2
BPIFC	Bpifc
PISD	Pisd
FAM167B	Fam167b
REEP5	Reep5
LINC00514	1520401A03Rik
EIF3I	Eif3i
ANKK1	Ankk1
FOXA1	Foxa1
BIK	Bik
CASP2	Casp2
TTC6	Ttc6
TXNL1	Txnl1
MIR301B	Mir301b
SDF2L1	Sdf2l1
LRRC1	Lrrc1
RNF146	Rnf146
CCDC116	Ccdc116
DNAH12	Dnah12
MCAT	Mcat
GPATCH2L	Gpatch2l
CLCN6	Clcn6
TSPO	Tspo
IGKV6D-41	Igkv5-48
IGKV6D-21	Igkv5-48
IGKV6-21	Igkv5-48
YDJC	Ydjc
RNF2	Rnf2
TTLL12	Ttll12
IGKV6D-41	Igkv5-45
IGKV6D-21	Igkv5-45
IGKV6-21	Igkv5-45
RIMKLB	Rimklb
TENT5D	Tent5d
FBXO7	Fbxo7
NUP153	Nup153
EDNRB	Ednrb
OARD1	Oard1
ZFP90	Zfp90
SSTR1	Sstr1
PKD2L2	Pkd2l2
MYBL1	Mybl1
NUP155	Nup155
PHLDB2	Phldb2
CLEC14A	Clec14a
XRCC3	Xrcc3
MAGED2	Maged2
IGKV6D-41	Igkv5-43
IGKV6D-21	Igkv5-43
IGKV6-21	Igkv5-43
APOBEC2	Apobec2
GTF2A1L	Gtf2a1l
POU4F1	Pou4f1
PISD	Gm20671
CDH3	Cdh3
RNU6-1232P	Gm24430
RBM48	Rbm48
OBI1	Obi1
RSPO3	Rspo3
HMCES	Hmces
PKMYT1	Pkmyt1
CPSF3	Cpsf3
VPS29	Vps29
MIPEP	Mipep
CENPW	Cenpw
TSPO2	Tspo2
FAM13B	Fam13b
SYN3	Syn3
H1-10	H1f10
PAQR4	Paqr4
IGKV6D-41	Igkv5-39
IGKV6D-21	Igkv5-39
IGKV6-21	Igkv5-39
USP45	Usp45
IL15	Il15
KREMEN2	Kremen2
LPCAT1	Lpcat1
KLHL31	Klhl31
IGKV6D-41	Igkv5-37
IGKV6D-21	Igkv5-37
IGKV6-21	Igkv5-37
LHCGR	Lhcgr
IGKV3D-20	Igkv18-36
IGKV3-11	Igkv18-36
IGKV3-15	Igkv18-36
IGKV3OR2-268	Igkv18-36
IGKV3D-7	Igkv18-36
IGKV3-7	Igkv18-36
IGKV3-20	Igkv18-36
IGKV3D-15	Igkv18-36
IGKV3D-11	Igkv18-36
TTC12	Ttc12
FAM160B1	Fam160b1
IGKV4-1	Igkv8-34
IGKV4-1	Igkv7-33
VCPIP1	Vcpip1
TIMP3	Timp3
RNU6-731P	Gm22021
IGKV4-1	Igkv8-30
PRR14L	Prr14l
ASB14	Asb14
TPP2	Tpp2
FSHR	Fshr
MDM1	Mdm1
WNT8A	Wnt8a
MFAP5	Mfap5
CDH1	Cdh1
GCLC	Gclc
SNORA11D	Gm24907
SNORA11E	Gm24907
FAM216A	Fam216a
KPNA2	Gm10184
NME5	Nme5
UNC5CL	Unc5cl
SEC23A	Sec23a
CPLANE1	Cplane1
PNCK	Pnck
GLIS3	Glis3
ZDHHC4	Zdhhc4
UBE2L3	Ube2l3
UBE2L5	Ube2l3
WDR7	Wdr7
POC1A	Poc1a
ZNF330	Zfp330
FLYWCH1	Flywch1
APPL1	Appl1
IAH1	Iah1
RIMBP3B	Rimbp3
RIMBP3C	Rimbp3
RIMBP3	Rimbp3
IGKV4-1	Igkv8-28
PLCXD2	Plcxd2
GEMIN2	Gemin2
LRFN2	Lrfn2
ACOT11	Acot11
HIC2	Hic2
FLYWCH2	Flywch2
NIPBL	Nipbl
SLC6A3	Slc6a3
RECQL	Recql
RNF150	Rnf150
RNU6-1059P	U6
RNU6-692P	U6
RNU6-162P	U6
RNU6-267P	U6
CD96	Cd96
ESRRB	Esrrb
TANGO6	Tango6
TNFRSF19	Tnfrsf19
TRUB1	Trub1
RNU1-31P	Gm22978
RXRB	Rxrb
AHCY	Gm4737
TMEM191C	Tmem191c
TMEM191B	Tmem191c
ELOVL5	Elovl5
GPN3	Gpn3
SIPA1	Sipa1
KIF13A	Kif13a
HAS3	Has3
DUSP7	Dusp7
RHOXF1	Rhox13
MTHFR	Mthfr
ZBTB33	Zbtb33
CHTF8	Chtf8
ZFYVE21	Zfyve21
APLP2	Aplp2
HESX1	Hesx1
BRWD3	Brwd3
SCUBE1	Scube1
PEX1	Pex1
DERPC	Derpc
SACS	Sacs
TBC1D9	Tbc1d9
NECTIN3	Nectin3
CCAR1	Ccar1
IGKV4-1	Igkv8-27
AICDA	Aicda
AGTRAP	Agtrap
SRRM2	Srrm2
IGKV4-1	Igkv8-26
DRAXIN	Draxin
GOLT1B	Golt1b
CLPTM1L	Clptm1l
IGKV4-1	Igkv8-24
TMEM234	Tmem234
IGKV4-1	Gm43218
IL17RD	Il17rd
VASH1	Vash1
SPX	Spx
UCP1	Ucp1
UTP4	Utp4
GNL3L	Gnl3l
IGKV4-1	Igkv8-21
TRAPPC6B	Trappc6b
GOLIM4	Golim4
ELOB	Elob
CXCL17	Cxcl17
GYS2	Gys2
RNU6-1299P	Gm22960
RNU6-1061P	U6
GSG1L	Gsg1l
DPPA4	Dppa4
NHLRC1	Nhlrc1
RTN4RL1	Rtn4rl1
TERT	Tert
OR2T29	Olfr224
OR2T5	Olfr224
OR2T4	Olfr224
MOCS1	Mocs1
IGKV4-1	Igkv8-19
ST8SIA3	St8sia3
OR2T29	Olfr325
OR2T5	Olfr325
OR2T4	Olfr325
IGKV4-1	Igkv8-18
ANGEL1	Angel1
SDCCAG8	Sdccag8
IGKV4-1	Igkv8-16
DPPA2	Dppa2
SNTB2	Sntb2
ARPC3	Arpc3
OR11L1	Olfr323
RNU6-935P	Gm25784
ONECUT2	Onecut2
HBE1	Hbb-y
PPP1R13B	Ppp1r13b
APOBEC1	Apobec1
MLLT6	Mllt6
SGCG	Sgcg
IL22	Il22
BRD8	Brd8
ELMOD2	Elmod2
OR51B4	Olfr66
SLC1A3	Slc1a3
TPMT	Tpmt
C3orf85	Gm5485
OR51B6	Olfr65
MORC1	Morc1
CDC5L	Gm32717
VSTM2B	Vstm2b
PLPPR4	Plppr4
SNORD98	Snord98
CDC5L	Gm32802
TRMT11	Trmt11
ARL11	Arl11
PNN	Pnn
EBPL	Ebpl
DCDC2B	Dcdc2b
OR51M1	Olfr631
RNU6-220P	U6
ARHGEF3	Arhgef3
IQCC	Iqcc
C2orf78	4930433I11Rik
MPPED1	Mpped1
TRIM58	Trim58
PRSS33	Prss33
MGAT4D	Mgat4d
GDF3	Gdf3
PI4KA	Pi4ka
CCDC39	Ccdc39
HMGN5	Hmgn5
Y_RNA	Gm26168
NUP85	Nup85
C2orf78	Gm4884
GCM1	Gcm1
DPPA3	Dppa3
MAD2L2	Mad2l2
VPS4A	Vps4a
LRRC74A	Lrrc74a
OR51Q1	Olfr635
PRSS41	Prss41
SH3BGRL	Sh3bgrl
GATAD1	Gatad1
NCAM1	Ncam1
RAB7A	Rab7
OR51Q1	Olfr638
RN7SKP141	7SK
IL22	Iltifb
RN7SKP106	7SK
KPNA3	Kpna3
METTL21C	Mettl21c
IRF2BPL	Irf2bpl
ATP5MJ	Atp5mpl
C2orf78	Gm5592
PDF	Pdf
GTF2H2	Gtf2h2
GTF2H2C	Gtf2h2
CDC5L	Gm9040
CDC5L	Gm9044
CDC5L	Gm9045
FSTL5	Fstl5
CDC5L	Gm9046
COG8	Cog8
CCDC168	Gm8251
GRID2IP	Grid2ip
NIBAN1	Niban1
OR51I1	Olfr640
CDC5L	Gm9048
CDC5L	Gm9049
CIPC	Cipc
IFNG	Ifng
PRSS21	Prss21
RBM26	Rbm26
OR51I2	Olfr641
EFCAB6	Efcab6
CLGN	Clgn
HINT3	Hint3
CISD3	Cisd3
DAAM2	Daam2
CCDC28B	Ccdc28b
PLPPR5	Plppr5
RPA1	Rpa1
NIP7	Nip7
OR52D1	Olfr646
TET1	Tet1
ZDHHC22	Zdhhc22
RPL29	Rpl29
UBQLN3	Ubqln3
TXLNA	Txlna
TDRD9	Tdrd9
TMED6	Tmed6
FGD1	Fgd1
UBQLNL	Ubqlnl
SCOC	Scoc
RNU6-1026P	U6
AKT3	Akt3
SHANK2	Shank2
RN7SKP112	7SK
DYRK2	Dyrk2
PLET1	Plet1
TRAT1	Trat1
KIF6	Kif6
POGZ	Pogz
SULT4A1	Sult4a1
LDHB	Ldhb
PRDM10	Prdm10
SLC25A16	Slc25a16
OR10K1	Olfr370
FBXO6	Fbxo6
NDUFB7	Ndufb7
RETNLB	Retnlb
TERF2	Terf2
SERPIND1	Serpind1
OR2W3	Olfr322
POU3F4	Pou3f4
OR2AK2	Olfr320
OR2AK2	Olfr319
PNPLA5	Pnpla5
RETNLB	Retnla
OR2AK2	Olfr318
SMYD4	Smyd4
SNAP29	Snap29
HSP90B1	Hsp90b1
ATP8A1	Atp8a1
RETNLB	Retnlg
FBXO9	Fbxo9
CRKL	Crkl
FECH	Fech
RFTN1	Rftn1
RNU6-1149P	U6
RNU6-510P	U6
RD3L	Rd3l
ZBTB18	Zbtb18
PNPLA3	Pnpla3
TSR2	Tsr2
CLCN1	Clcn1
OR2W3	Olfr317
ITSN1	Itsn1
OR2AK2	Olfr316
SAMM50	Samm50
ASPG	Aspg
SLC1A1	Slc1a1
TEX30	Tex30
XPO1	Xpo1
WNK3	Wnk3
CYB5B	Cyb5b
PARVB	Parvb
SPRYD7	Spryd7
MIR203B	Mir203
ADAM17	Adam17
PARVG	Parvg
TECR	Tecr
AP3B2	Ap3b2
PTS	Pts
ATRNL1	Atrnl1
TRIM13	Trim13
CAND1	Cand1
TASOR	Tasor
KPNA6	Kpna6
DAZ2	Dazl
DAZ4	Dazl
DAZL	Dazl
DAZ3	Dazl
DAZ1	Dazl
SHISAL1	Shisal1
BCO2	Bco2
KIF20A	Kif20a
SNX7	Snx7
IL18	Il18
SLC6A8	Slc6a8
RTL6	Rtl6
PRR5	Prr5
NDFIP2	Ndfip2
PLCL2	Plcl2
EDEM3	Edem3
TEX12	Tex12
ZG16B	Sbpl
SPATA6L	Spata6l
TMEM39B	Tmem39b
OR2T8	Olfr314
OR2T33	Olfr314
OR2T12	Olfr314
KDM1B	Kdm1b
PCGF2	Pcgf2
PSMB4	Psmb4
CILK1	Cilk1
CAPSL	Capsl
RNU6-487P	Gm24207
KHDRBS1	Khdrbs1
PRR5-ARHGAP8	Arhgap8
ARHGAP8	Arhgap8
MIR137	Mir137
DNA2	Dna2
SELENBP1	Selenbp1
PTP4A2	Ptp4a2
KCNJ8	Kcnj8
CCDC66	Ccdc66
CDC23	Cdc23
PRSS22	Prss22
PSMB3	Psmb3
RPN1	Rpn1
OR52H1	Olfr648
RNU6-175P	Gm22013
RNU1-31P	Gm23845
OCLN	Ocln
SNORD116	SNORD116
ZNF195	2610021A01Rik
MCF2L	Mcf2l
SPOCD1	Spocd1
PRSS27	Prss27
DPYD	Dpyd
IL7R	Il7r
SDHD	Sdhd
OR52B6	Olfr650-ps1
FBXO44	Fbxo44
SNORD116	Gm22584
NRXN1	Nrxn1
TIMM8B	Timm8b
FAM183A	Fam183b
NANOG	Nanog
NANOGP8	Nanog
ACY1	Acy1
ABHD14A-ACY1	Acy1
PHF21B	Phf21b
C1orf100	1700016C15Rik
PLPP6	Plpp6
GFRA1	Gfra1
RNU6-1112P	U6
C1orf21	1700025G04Rik
SPRY2	Spry2
GGA3	Gga3
DEK	Dek
RAPGEF2	Rapgef2
NT5DC3	Gm49358
NT5DC3	Nt5dc3
RNU4-30P	Gm25279
GFRA3	Gfra3
ADSS2	Adss
GATA2	Gata2
CDC25C	Cdc25c
KDELR2	Kdelr2
STAB2	Stab2
TRIM6	Trim6
NUP50	Nup50
CATSPERE	Catspere1
RNF144B	Rnf144b
TSEN15	Tsen15
RPL29	Gm3550
KIAA0930	5031439G07Rik
NARS1	Nars
TMEM63C	Tmem63c
XPO6	Xpo6
EPHA4	Epha4
RNU6-601P	Gm26441
FBXO2	Fbxo2
CCDC172	Ccdc172
MARVELD2	Marveld2
RNU6-137P	Gm24150
ANAPC7	Anapc7
UPK3A	Upk3a
C4orf45	Gm17359
KCNRG	Kcnrg
DNAJB8	Dnajb8
FAM118A	Fam118a
PIP4K2B	Pip4k2b
NEXN	Nexn
NFRKB	Nfrkb
MIR15A	Mir15a
PNLIP	Pnlip
FAM131B	Fam131b
SSBP3	Ssbp3
SLITRK1	Slitrk1
MRPS7	Mrps7
DLEU7	Dleu7
SLITRK6	Slitrk6
SPEF2	Spef2
RNASEH2B	Rnaseh2b
CDC37L1	Cdc37l1
CWC25	Cwc25
SLITRK5	Slitrk5
ID4	Id4
RNU6-142P	U6
WDFY3	Wdfy3
RNU6-72P	Gm22764
KIF26A	Kif26a
RAD17	Rad17
ZNF570	Zfp39
COLGALT2	Colgalt2
SERPINF1	Serpinf1
BCAP31	Bcap31
MIR17	Mir17
MIR18A	Mir18
MIR19A	Mir19a
MIR20A	Mir20a
MIR19B1	Mir19b-1
NGB	Ngb
RNU1-49P	Gm26263
POGLUT2	Poglut2
FAM120C	Fam120c
YWHAQ	Ywhaq
TMEM45B	Tmem45b
ZNF169	Zfp169
SCARNA15	SCARNA15
PNLIPRP1	Pnliprp1
NCOA7	Ncoa7
FSD2	Fsd2
BARX2	Barx2
ABCD1	Abcd1
NKAPD1	Nkapd1
PCNX3	Pcnx3
MIRLET7D	Mirlet7d
SNORD116	Gm26097
TAF9	Ak6
FAM53C	Fam53c
FOXJ2	Foxj2
SBK1	Sbk1
C17orf98	1700001P01Rik
C13orf42	Gm4131
RPL23	Rpl23
ATP8B1	Atp8b1
FAM124A	Fam124a
CATSPERE	Catspere2
RN7SKP88	7SK
SMC1B	Smc1b
PLXNB3	Plxnb3
MIRLET7A1	Mirlet7a-1
TAF9	Taf9
GPC5	Gpc5
CCDC125	Ccdc125
CEACAM8	Ceacam1
CEACAM1	Ceacam1
PSG5	Ceacam1
CEACAM7	Ceacam1
PSG7	Ceacam1
PSG2	Ceacam1
PSG9	Ceacam1
CEACAM6	Ceacam1
PSG6	Ceacam1
PSG3	Ceacam1
CEACAM3	Ceacam1
PSG4	Ceacam1
