KW	Category	Representativeness	Raw.Occurrence	Betweenness.centrality	Closeness.centrality	Strength	Wscore	Knode	Knode.rank	CommunityMembership
"PDCD1"	"GENE"	0.0142045454545454	5	1891.7406043703	0.497389243363948	9.05180977099776	0.278120585387534	106.256906562898	31	9
"peptides/chemistry"	"MESH"	0.002840909090909	1	41987.9817521751	0.406107200524793	6.47806026365348	0.386271646481802	22.1526383791157	269	28
"peptides/pharmacology"	"MESH"	0.002840909090909	1	55463.862986075	0.398715088968887	9.57543290043289	0.713349788098602	19.262350755808	322	18
"phagocytosis"	"MESH"	0.0113636363636363	4	740.774201962289	0.440393507558377	2.23995726495727	0.0122597260360947	-60.3474766847017	747	10
"phagocytosis/drug effects"	"MESH"	0.002840909090909	1	1815.90939584958	0.424404421755357	2.73024198024198	0.0346065935461342	45.9151788268168	150	22
"PHB"	"GENE"	0.002840909090909	1	139230.714632326	0.452903235650506	12.5101449275362	0.875138886684338	-105.069604191564	902	8
"PHB1"	"GENE"	0.002840909090909	1	77445.3715424273	0.452903235650506	12.5101449275362	0.844599688893827	-105.069634609091	904	8
"PHB2"	"GENE"	0.002840909090909	1	74530.9395830774	0.452903235650506	12.5101449275362	0.837919239377153	-105.069641262926	905	8
"phenanthrenes/pharmacology"	"MESH"	0.002840909090909	1	4255.91070644947	0.455369334896821	5.44001039809863	0.176088474786115	-83.2020463930045	807	6
"phenol/chemistry"	"MESH"	0.002840909090909	1	20529.7238260024	0.429196325152779	7.35316962730755	0.44849288106538	-17.1178862217941	524	9
"phenotype"	"MESH"	0.0170454545454545	6	678.242842633416	0.427378641746394	3.74473304473305	0.0249222234567705	-77.2900780404896	785	25
"phenylenediamines/pharmacology"	"MESH"	0.0056818181818181	2	3168.666408313	0.442125653727301	10.3456610439369	0.392614799765083	-107.233625221494	919	10
"phenylurea compounds/therapeutic use"	"MESH"	0.002840909090909	1	1594034.00220737	0.441504991623054	14.9871794871795	0.968380462214885	-50.9887875767505	701	11
"phosphatidylcholines/chemistry"	"MESH"	0.002840909090909	1	167377.742780882	0.39357571433256	9.44276094276093	0.785733559784765	-1.43584436261568	413	23
"phosphatidylinositol 3-kinases"	"MESH"	0.002840909090909	1	10571.5987295334	0.464707469500164	7.30993484350262	0.372172663925969	-3.76957114053105	437	25
"phosphatidylinositol 3-kinases/metabolism"	"MESH"	0.0227272727272727	8	1753.43352403709	0.470522221913217	6.45308990526382	0.154469770321106	-29.8928694358111	608	14
"phospholipase c gamma/genetics"	"MESH"	0.002840909090909	1	3716.01332903233	0.38520283800525	4.26972693032015	0.111194663576769	-152.055358903454	977	21
"phospholipid hydroperoxide glutathione peroxidase"	"MESH"	0.0056818181818181	2	940.278606514928	0.440532490479132	7.27582972582973	0.120831415374359	-53.9737114575041	722	17
"phospholipid hydroperoxide glutathione peroxidase/antagonists & inhibitors"	"MESH"	0.002840909090909	1	26278.7379585105	0.466730750975195	8.01858151011074	0.545269122712338	54.3942816555409	117	17
"phospholipid hydroperoxide glutathione peroxidase/genetics"	"MESH"	0.037037037037037	1	387852.021756506	0.396777356913399	13.037037037037	0.927589443024714	-84.2850469299729	828	24
"phospholipid hydroperoxide glutathione peroxidase/metabolism"	"MESH"	0.0056818181818181	2	1039.3978871792	0.446907650035263	5.08042570737804	0.0697488928747163	-43.628589419419	678	6
"PI3"	"GENE"	0.002840909090909	1	19518.6886453517	0.424234997663984	7.02562111801242	0.392681266964016	-7.83154876953524	464	5
"PIK3CA"	"GENE"	0.0085227272727272	3	1695.79544205346	0.484630567728384	11.281746031746	0.297489325566261	34.9625951342399	211	14
"PINK1"	"GENE"	0.002840909090909	1	14982.2780655963	0.458664220902608	9.17619047619047	0.554384057395914	13.8647812090623	338	3
"piperazines"	"MESH"	0.002840909090909	1	96921.5495049812	0.455370147484694	10.977355977356	0.833805217377502	20.4324143632721	302	1
"piperazines/pharmacology"	"MESH"	0.0056818181818181	2	1496.04510298957	0.46273263085553	7.87065171803749	0.205125712290281	7.04115278152914	360	17
"piperidines/chemistry"	"MESH"	0.002840909090909	1	7424.06592272376	0.444358870142094	5.79229980969111	0.228283082808209	-19.3249536332971	538	16
"PKM"	"GENE"	0.002840909090909	1	6809.76101763042	0.467111382707209	7.03140096618357	0.313328359867304	63.151328262219	95	22
"plant extracts/isolation & purification"	"MESH"	0.002840909090909	1	62398.6327436817	0.424234997663984	7.02562111801242	0.465662251392835	-7.8314760793117	459	5
"plant leaves/chemistry"	"MESH"	0.002840909090909	1	10457.1972666278	0.455189519816062	6.33501400560224	0.280933040745385	51.8911231973926	136	20
"polysaccharides/pharmacology"	"MESH"	0.002840909090909	1	13040.39300986	0.454076235289615	7.12891497178581	0.381359026047206	-16.5340165838485	516	22
"potassium channels voltage-gated/metabolism"	"MESH"	0.002840909090909	1	27782.0531539776	0.447326919266914	6.70119047619047	0.385256781638387	-105.598278733686	907	9
"ppar gamma/metabolism"	"MESH"	0.002840909090909	1	162735.687879863	0.39357571433256	9.44276094276093	0.784892303296773	-1.43584520052055	414	23
"PPARG"	"GENE"	0.002840909090909	1	94019.4191774901	0.39357571433256	9.44276094276093	0.752924556753067	-1.43587704090555	419	23
"PPARGC1A"	"GENE"	0.002840909090909	1	53377.0009805252	0.398715088968887	9.57543290043289	0.711655370549674	19.2623490681411	323	18
"precursor cell lymphoblastic leukemia-lymphoma/metabolism"	"MESH"	0.002840909090909	1	4285.06850541659	0.44093395600109	4.09780228933152	0.0994031840764432	-23.4795150291231	563	6
"PRF1"	"GENE"	0.0085227272727272	3	1442.96830746509	0.489378084740258	5.96507936507936	0.115831494738179	29.1733151002376	224	20
"PRKAA2"	"GENE"	0.002840909090909	1	27360.9160807548	0.481440214322237	8.56422466422466	0.577539443818352	81.5530934977899	51	14
"PRKD1"	"GENE"	0.002840909090909	1	9630.18048692055	0.459021005772568	7.22433862433862	0.354724528182092	114.966641058692	17	2
"programmed cell death 1 receptor/antagonists & inhibitors"	"MESH"	0.0056818181818181	2	1243.18902708501	0.467890897312633	5.51931216931217	0.0902922175838479	66.5537485266976	87	25
"programmed cell death 1 receptor/metabolism"	"MESH"	0.002840909090909	1	64097.5775131683	0.429196325152779	7.35316962730755	0.530429080490786	-17.1178046120337	520	9
"PROM1"	"GENE"	0.002840909090909	1	3444807.81455688	0.443972334183595	16.4194444444444	0.99003984063745	-58.7854236589515	731	12
"propionates/adverse effects"	"MESH"	0.002840909090909	1	324552.478469037	0.403013820781567	9.14882154882154	0.767682259011762	37.1474510229925	182	27
"prostate-specific antigen/immunology"	"MESH"	0.002840909090909	1	10121677.9982997	0.443972334183595	16.4194444444444	0.99800796812749	-58.7854157225695	729	12
"prostate/microbiology"	"MESH"	0.002840909090909	1	7993.5249320424	0.438083018871616	6.64973262032085	0.284816907668132	-96.2764730387447	860	8
"prostatic neoplasms/drug therapy"	"MESH"	0.002840909090909	1	1825.45171146851	0.449841962236747	4.12796181274442	0.0724780162219647	19.3835948652477	312	19
"prostatic neoplasms/therapy"	"MESH"	0.002840909090909	1	18384666.5780915	0.443972334183595	16.4194444444444	0.999003984063745	-58.7854147305218	728	12
"protease la/metabolism"	"MESH"	0.002840909090909	1	64410.9060434214	0.447414852170478	8.65535714285714	0.669499293662005	25.1939226229199	238	3
"proteasome endopeptidase complex/chemistry"	"MESH"	0.002840909090909	1	6133.50891227724	0.444358870142094	5.79229980969111	0.221086768463993	-19.3249608009409	539	16
"proteasome endopeptidase complex/metabolism"	"MESH"	0.0142045454545454	5	1109.87018189135	0.455600948164024	3.49640794694225	0.0334062157743528	-61.5182372613382	755	16
"proteasome inhibitors/pharmacology"	"MESH"	0.0056818181818181	2	820.210705571614	0.450528022754173	7.75687229437229	0.12960111744258	-17.9537206042977	527	16
"protein isoforms/deficiency"	"MESH"	0.002840909090909	1	116998.988942255	0.452903235650506	12.5101449275362	0.86464103744385	-105.069614647589	903	8
"protein kinase c/genetics"	"MESH"	0.002840909090909	1	5607.18915955312	0.458050433376022	5.97740683229813	0.23174433739147	71.1089778245663	84	2
"protein kinase inhibitors/chemistry"	"MESH"	0.037037037037037	1	4537.81163296971	0.421703139513249	5.68018018018018	0.197824240885065	19.7334739677356	310	13
"protein kinase inhibitors/pharmacology"	"MESH"	0.002840909090909	1	34897.3771272746	0.464717676704658	9.57632275132274	0.688084316121966	78.7983737816684	63	14
"protein kinases/genetics"	"MESH"	0.0056818181818181	2	1011.81749648272	0.457632307636968	5.37584586466165	0.0721377438453358	81.5584014958726	50	2
"protein transport"	"MESH"	0.0369318181818181	13	253.649923077356	0.392021524922941	1.5524605375649	0.00193647719877462	-252.472705865157	1004	10
"protein transport/drug effects"	"MESH"	0.0056818181818181	2	123.770661803545	0.447088048466968	4.89058441558442	0.0112855351502357	-8.29749291302555	467	6
"protein transport/genetics"	"MESH"	0.002840909090909	1	678.40015039473	0.405701931579224	2.45733376792699	0.0135652608688751	-67.061902882423	763	13
"proto-oncogene proteins c-akt/metabolism"	"MESH"	0.0198863636363636	7	1788.21438250534	0.496337996718044	8.61780593958014	0.255754868970334	1.46471613877721	383	14
"proto-oncogene proteins c-akt/physiology"	"MESH"	0.002840909090909	1	20662.9119880847	0.420389311390867	7.40939153439153	0.475071824256758	-97.3939943760591	868	21
"proto-oncogene proteins p21(ras)/metabolism"	"MESH"	0.0056818181818181	2	2580.14107399025	0.452899933320094	9.69650072150072	0.343901287281154	-12.2805399592569	488	24
"proto-oncogene proteins/metabolism"	"MESH"	0.0056818181818181	2	621.130145994558	0.474570169059062	5.25756854256854	0.0478563832320122	-3.2895519593489	429	6
"PSAT1"	"GENE"	0.002840909090909	1	32785922.144178	0.443972334183595	16.4194444444444	1	-58.785413738474	727	12
"PTEN"	"GENE"	0.0056818181818181	2	610.057930079221	0.464347206788992	5.86817991949571	0.0587431151886478	74.0976651949542	74	3
"PTGS2"	"GENE"	0.0056818181818181	2	0	0.417912188318322	2.65598845598846	0.00131942350121427	31.8447047661649	219	2
"pyridines/therapeutic use"	"MESH"	0.002840909090909	1	965113.753049063	0.441504991623054	14.9871794871795	0.958569110014127	-50.9887973490136	703	11
"pyrimidines/pharmacology"	"MESH"	0.0111111111111111	1	143058.085210039	0.410602508353171	8.29487734487734	0.683935572451231	40.5766006742443	164	2
"pyrimidinones/pharmacology"	"MESH"	0.002840909090909	1	1662.68135029675	0.467580198188634	4.12244651483782	0.06541562832336	-39.1037174712477	666	19
"pyruvate dehydrogenase acetyl-transferring kinase/antagonists & inhibitors"	"MESH"	0.037037037037037	1	6283.53251795675	0.421703139513249	5.68018018018018	0.215667211631561	19.7334917396188	308	13
"pyruvic acid/metabolism"	"MESH"	0.002840909090909	1	62359.5078738791	0.406107200524793	6.47806026365348	0.403271376644815	22.1526553111179	268	28
"quinoxalines/pharmacology"	"MESH"	0.037037037037037	1	446868.499271852	0.396777356913399	13.037037037037	0.929523936127998	-84.285045003187	827	24
"RACGAP1"	"GENE"	0.0170454545454545	6	816.083197338778	0.435859131447012	3.28910264693847	0.02365240234282	-38.9329220849334	664	29
"radiation tolerance/drug effects"	"MESH"	0.002840909090909	1	11497.8716942774	0.423849726616004	5.79444444444444	0.255239996190537	-61.1782772781066	748	13
"radiation-protective agents/pharmacology"	"MESH"	0.037037037037037	1	6058.65295989613	0.371977078354644	4.39684684684684	0.147319090173172	-25.7162371679121	587	19
"ras proteins/metabolism"	"MESH"	0.002840909090909	1	138369.383660244	0.464717676704658	9.57632275132274	0.787856541959651	78.7984731563954	57	14
"raw 264.7 cells"	"MESH"	0.0454545454545454	16	4193.15792202057	0.493431242931912	5.1012772348346	0.15991809653815	-54.8371526710311	725	26
"reactive oxygen species/metabolism"	"MESH"	0.0568181818181818	20	4446.04328849949	0.511842701989688	6.97881212546086	0.270995698480976	-11.7040428914441	486	17
"receptor cross-talk/drug effects"	"MESH"	0.002840909090909	1	16814.4714311724	0.454006489382714	7.6958605664488	0.490970381422517	-21.3306574142289	551	16
"receptor trka/metabolism"	"MESH"	0.002840909090909	1	4871.24152284861	0.38520283800525	4.26972693032015	0.12094450881732	-152.055349192452	976	21
"receptors antigen t-cell gamma-delta/metabolism"	"MESH"	0.002840909090909	1	11206.3492762278	0.411598020720591	6.24090909090909	0.276166251329344	24.203714187356	252	11
"receptors ccr10/genetics"	"MESH"	0.002840909090909	1	22313.5345742877	0.454006489382714	7.6958605664488	0.516884652624562	-21.3306316032018	550	16
"receptors ccr5/drug effects"	"MESH"	0.002840909090909	1	4047775.41278716	0.441504991623054	14.9871794871795	0.978191814415644	-50.9887778044874	700	11
"receptors ccr5/metabolism"	"MESH"	0.002840909090909	1	5135.44102527408	0.428287528287315	4.27286324786324	0.124900795225473	-87.0596588042462	835	11
"receptors ccr7/genetics"	"MESH"	0.002840909090909	1	11993.1884099374	0.433290773623564	5.29642438881569	0.214764448183362	21.565702975037	284	1
"receptors cxcr4/antagonists & inhibitors"	"MESH"	0.0142045454545454	5	507.166101890422	0.477130509242576	8.08190476190476	0.0856891160457771	19.0800557228353	324	19
"receptors cxcr4/genetics"	"MESH"	0.0056818181818181	2	387.588406062103	0.464474379811056	6.86527777777778	0.0441659656195933	-33.2465479959268	631	29
"receptors estrogen/metabolism"	"MESH"	0.0085227272727272	3	77.1548991518968	0.444288133562947	4.27989135047959	0.00619037793050904	-86.5577732343976	832	19
"receptors interleukin-10/genetics"	"MESH"	0.002840909090909	1	66836.922379969	0.454006489382714	7.6958605664488	0.608635180393962	-21.330540218214	545	16
"receptors interleukin-17/genetics"	"MESH"	0.002840909090909	1	26034.5121666084	0.445733879851201	6.26861053600184	0.339890438247012	5.61156210270962	368	14
"receptors interleukin-8a/physiology"	"MESH"	0.002840909090909	1	64272.6376432651	0.420389311390867	7.40939153439153	0.560975222615514	-97.3939088149054	863	21
"receptors tnf-related apoptosis-inducing ligand/agonists"	"MESH"	0.002840909090909	1	18712.7858702364	0.445717135528118	7.07592592592592	0.411267281471723	52.0934986564696	124	26
"receptors transferrin/metabolism"	"MESH"	0.002840909090909	1	1384.10355073984	0.438726317797399	3.91636321195144	0.0461669259218108	-30.7248142219223	612	17
"receptors vascular endothelial growth factor/genetics"	"MESH"	0.002840909090909	1	5695.60679433401	0.458050433376022	5.97740683229813	0.232599482547896	71.1089786763045	83	2
"recombinant fusion proteins/metabolism"	"MESH"	0.0056818181818181	2	236.815771548871	0.435636563756633	4.31632205513784	0.0137775590863637	25.4250647807581	237	26
"recombinant proteins/isolation & purification"	"MESH"	0.002840909090909	1	15566.1432430176	0.394654816877494	7.60757575757575	0.470945897684164	-118.52356439677	938	13
"repressor proteins/deficiency"	"MESH"	0.002840909090909	1	265005.299630809	0.452903235650506	12.5101449275362	0.904723734543896	-105.069574724584	898	8
"rho gtp-binding proteins/metabolism"	"MESH"	0.0056818181818181	2	125.700189891665	0.426278655563874	1.13959831018655	0.000550586498627006	-34.9450833240958	633	29
"rho-associated kinases/antagonists & inhibitors"	"MESH"	0.002840909090909	1	453729.695626657	0.452903235650506	12.5101449275362	0.918084633577245	-105.069561416915	896	8
"rho-associated kinases/metabolism"	"MESH"	0.002840909090909	1	29275.5095650931	0.465211788756006	10.0020164476047	0.684913731528071	-13.4039961528414	493	29
"rna interference"	"MESH"	0.0284090909090909	10	3822.18640403695	0.453371616878368	7.74527733898442	0.338317050523008	-61.394039728564	754	12
"rna messenger/antagonists & inhibitors"	"MESH"	0.002840909090909	1	11730.1116380292	0.438083018871616	6.64973262032085	0.309861152997571	-96.2764480942772	858	8
"rna messenger/genetics"	"MESH"	0.0198863636363636	7	2145.32558840434	0.483150778952632	4.77616864130022	0.113230345550071	-1.02769008491009	407	29
"rna messenger/metabolism"	"MESH"	0.0056818181818181	2	285.441586433705	0.437564960875266	2.76981120731121	0.00691258868906843	8.61477971646003	351	3
"rna ribosomal 16s/blood"	"MESH"	0.002840909090909	1	22462.1107810268	0.420750581648903	8.63980179028132	0.568170544911985	-37.9421829381619	661	26
"rna small interfering"	"MESH"	0.0056818181818181	2	329.227344557664	0.441033369771961	9.17063492063492	0.0588770416342598	-51.1432474995364	713	12
"rna small interfering/genetics"	"MESH"	0.0170454545454545	6	2927.79138479819	0.486146852129646	9.86998177261337	0.36069268741766	6.50436881318148	363	8
"rna small interfering/metabolism"	"MESH"	0.0085227272727272	3	1658.84250034796	0.460664759913685	7.39592352092351	0.20121109188743	-24.0870067732479	569	29
"rna untranslated"	"MESH"	0.002840909090909	1	12686.4542567988	0.464707469500164	7.30993484350262	0.395850859510167	-3.76954755667091	435	25
"ROCK1"	"GENE"	0.0056818181818181	2	1707.07956566719	0.471999827783944	13.0468253968254	0.308868113204552	-41.9233869687961	673	8
"S100A4"	"GENE"	0.037037037037037	1	4615.72042709849	0.413496030183798	4.13452380952381	0.112980349518262	-32.0546137560133	617	7
"saponins/chemistry"	"MESH"	0.037037037037037	1	11423.288437749	0.421703139513249	5.68018018018018	0.242431667751306	19.7335183974437	306	13
"sarcoma/drug therapy"	"MESH"	0.002840909090909	1	28232.3900273657	0.455189519816062	6.33501400560224	0.357970508404628	51.8911999279381	131	20
"schistosomiasis/blood"	"MESH"	0.002840909090909	1	43221.296786223	0.420750581648903	8.63980179028132	0.631215179124141	-37.9421201447015	660	26
"sequestosome-1 protein/metabolism"	"MESH"	0.002840909090909	1	35404.2412024184	0.426266401584322	10.2761904761905	0.718446929413819	21.9115782172496	283	3
"SERPINA1"	"GENE"	0.002840909090909	1	43088.9484613768	0.408692682879578	6.7515873015873	0.419755241980286	-8.42097430063974	469	15
"serum albumin bovine/chemistry"	"MESH"	0.002840909090909	1	65701.5893663132	0.408692682879578	6.7515873015873	0.443814383898668	-8.42095033735097	468	15
"serum/metabolism"	"MESH"	0.002840909090909	1	1513.38746896691	0.438726317797399	3.91636321195144	0.0502859081601879	-30.7248101193503	611	17
"sf9 cells"	"MESH"	0.0113636363636363	4	81.4894616537751	0.387536094770159	0.574667437825333	0.000160711734734369	-60.2956897772725	746	10
"SHARPIN"	"GENE"	0.002840909090909	1	11540.8165178676	0.42992420137916	6.86358543417366	0.329570165552928	-25.2308496906007	583	17
"shiga toxins/metabolism"	"MESH"	0.0056818181818181	2	249.611765109058	0.419359214624298	1.88409983291562	0.00315471182997095	-168.715119598404	992	10
"silybin/chemistry"	"MESH"	0.002840909090909	1	4563.20865034477	0.460372954085525	7.3766806722689	0.327480913001381	-24.1388375023428	570	6
"SIRT3"	"GENE"	0.002840909090909	1	78644.1569848694	0.426266401584322	10.2761904761905	0.795487373216298	21.9116549507594	279	3
"sirtuin 3/genetics"	"MESH"	0.002840909090909	1	323165.337437751	0.426266401584322	10.2761904761905	0.852819796511166	21.9117120547666	275	3
"skin neoplasms/drug therapy"	"MESH"	0.0056818181818181	2	861.17613444507	0.478864052686581	6.54437229437229	0.0923794860399041	52.3375239808107	122	2
"skin/drug effects"	"MESH"	0.002840909090909	1	199259.870191076	0.437885843692377	9.41116287094547	0.78301435691497	-98.4610264603858	878	7
"SLC3A2"	"GENE"	0.002840909090909	1	4524.8039310739	0.465727209342464	5.20948275862069	0.166810844272313	72.8965643162395	75	2
"SLC40A1"	"GENE"	0.037037037037037	1	63205.5928713193	0.341812135618898	7.36666666666666	0.540497373057571	-15.9822400784343	505	4
"SLC7A11"	"GENE"	0.0284090909090909	10	3626.87165328403	0.520106642189435	9.33069272918344	0.388410501420612	-43.698587778024	679	6
"SLC9A1"	"GENE"	0.0085227272727272	3	1504.72848290421	0.487059390401976	6.59325396825396	0.141652513452167	57.9382196090608	107	2
"small molecule libraries/pharmacology"	"MESH"	0.037037037037037	1	12221.4360567966	0.371977078354644	4.39684684684684	0.171693703274551	-25.7162128904091	584	19
"smoke/adverse effects"	"MESH"	0.002840909090909	1	26899.9519498453	0.425528178242974	7.41943515421776	0.499968254472151	-28.5320156404835	601	31
"SMYD2"	"GENE"	0.002840909090909	1	327224.269236008	0.460831409836116	10.2844196723992	0.863129156680053	-0.857595844847591	398	30
"SOAT1"	"GENE"	0.002840909090909	1	18584.0522740627	0.464707469500164	7.30993484350262	0.434100252376946	-3.76950945966606	434	25
"SOCS1"	"GENE"	0.002840909090909	1	7731.81983103969	0.43901085166765	7.07037037037037	0.325714075967048	35.4313895880485	209	25
"SOCS5"	"GENE"	0.002840909090909	1	27052.3623663702	0.473390401849018	7.66732238349885	0.526953937239091	22.3637102597271	260	22
"somatotrophs/drug effects"	"MESH"	0.002840909090909	1	19103.3765001533	0.458664220902608	9.17619047619047	0.584178227329725	13.8648108845304	336	3
"sorafenib/pharmacology"	"MESH"	0.0056818181818181	2	1450.45736430311	0.474303509086177	7.90955988455989	0.200026586879573	-59.403123120546	743	9
"species specificity"	"MESH"	0.0113636363636363	4	483.717601799666	0.412854608279072	2.53680194074931	0.00971214742623133	-37.0823219418577	653	8
"SPIN1"	"GENE"	0.002840909090909	1	144472.833802416	0.398715088968887	9.57543290043289	0.780279281281249	19.2624174186498	319	18
"spiro compounds/pharmacology"	"MESH"	0.037037037037037	1	1027798.12524368	0.396777356913399	13.037037037037	0.946934374057555	-84.2850276621134	821	24
"spleen"	"MESH"	0.002840909090909	1	26406.3431318645	0.464707469500164	7.30993484350262	0.458992714401359	-3.76948466637719	432	25
"spleen/cytology"	"MESH"	0.002840909090909	1	137392.006611574	0.403013820781567	9.14882154882154	0.737071633783591	37.1474205343219	187	27
"spleen/pathology"	"MESH"	0.037037037037037	1	12037.3146282253	0.397945264032355	5.5	0.230561816479104	-111.601205486338	922	17
"src-family kinases/genetics"	"MESH"	0.002840909090909	1	22526.9475877988	0.394654816877494	7.60757575757575	0.505805463405343	-118.523529676087	937	13
"src-family kinases/metabolism"	"MESH"	0.002840909090909	1	87864.0136159292	0.403969960938454	7.52037037037036	0.597526229742385	-32.3362524517276	622	29
"staphylococcal infections/drug therapy"	"MESH"	0.002840909090909	1	332256.598919577	0.437885843692377	9.41116287094547	0.793808828431295	-98.4610157089201	877	7
"staphylococcal infections/immunology"	"MESH"	0.0198863636363636	7	948.398742708177	0.451894567842998	2.50511416687887	0.0178965413247409	18.277664430689	325	10
"STAT3"	"GENE"	0.0113636363636363	4	1365.35225711577	0.473971692293944	3.94693417693418	0.0474992460437136	-35.3564642566385	638	6
"stat3 transcription factor/physiology"	"MESH"	0.002840909090909	1	7349911.24851958	0.441504991623054	14.9871794871795	0.981135220075872	-50.9887748728084	699	11
"stat5 transcription factor/metabolism"	"MESH"	0.002840909090909	1	190599.813681218	0.470938313568857	10.3497664171577	0.860682766940207	-4.42778147715741	444	20
"STAT5A"	"GENE"	0.002840909090909	1	332871.135013285	0.470938313568857	10.3497664171577	0.874387906541166	-4.42776782661995	443	20
"stearates/chemistry"	"MESH"	0.002840909090909	1	172522.49310899	0.39357571433256	9.44276094276093	0.788257329248742	-1.43584184890107	412	23
"stilbenes/pharmacology"	"MESH"	0.002840909090909	1	4177.8084270443	0.489098377158989	5.52353568331829	0.181816558467326	48.9713466448032	143	1
"STING1"	"GENE"	0.037037037037037	1	7286205.4262579	0.396777356913399	13.037037037037	0.966279305090395	-84.2850083942538	816	24
"stomach neoplasms/drug therapy"	"MESH"	0.002840909090909	1	1982.91625996476	0.446566937058079	4.14027598500215	0.0808022888525579	36.5865306751244	192	2
"sulfasalazine/administration & dosage"	"MESH"	0.002840909090909	1	4836.30376043183	0.435111652455201	4.35415149568073	0.134896668306852	25.9860729662202	232	2
"sulfones/pharmacology"	"MESH"	0.002840909090909	1	724124.045709249	0.398715088968887	9.57543290043289	0.821792511229981	19.2624587664884	314	18
"SYK"	"GENE"	0.002840909090909	1	143191.439202399	0.403969960938454	7.52037037037036	0.616303709464929	-32.3362337490586	621	29
"t-2 toxin/toxicity"	"MESH"	0.002840909090909	1	30017.7655843471	0.458664220902608	9.17619047619047	0.638614863256139	13.8648651042873	335	3
"t-lymphocyte subsets/cytology"	"MESH"	0.002840909090909	1	18372.3252701399	0.411598020720591	6.24090909090909	0.317145759591118	24.2037550035993	249	11
"t-lymphocyte subsets/drug effects"	"MESH"	0.002840909090909	1	124073.209181945	0.39357571433256	9.44276094276093	0.764702147584959	-1.43586531023739	416	23
"t-lymphocytes cytotoxic/cytology"	"MESH"	0.002840909090909	1	722889.759159258	0.403013820781567	9.14882154882154	0.78057094331836	37.1474638603274	181	27
"t-lymphocytes cytotoxic/drug effects"	"MESH"	0.0255681818181818	9	5421.56024597636	0.515662907428907	9.05198078065724	0.427249170648085	1.40149165790228	384	12
"t-lymphocytes cytotoxic/immunology"	"MESH"	0.037037037037037	1	0	0.338737628436443	4.37619047619048	0.00366660846653228	-11.480016781391	484	4
"t-lymphocytes cytotoxic/metabolism"	"MESH"	0.002840909090909	1	4868.09359509907	0.411247688214697	4.13368910782704	0.111942667576705	-80.4819498067847	801	9
"t-lymphocytes regulatory/drug effects"	"MESH"	0.0056818181818181	2	1313.87079196516	0.472426455338701	7.53015873015873	0.173370263964064	112.375862169861	20	26
"t-lymphocytes regulatory/immunology"	"MESH"	0.002840909090909	1	4940.7561413842	0.403968806869403	3.34381914381914	0.0723946842113617	119.542430732911	8	2
"t-lymphocytes/cytology"	"MESH"	0.0111111111111111	1	1788.79223087166	0.428975097038854	4.1020202020202	0.0684036761321249	78.2932824351196	66	25
"t-lymphocytes/drug effects"	"MESH"	0.0113636363636363	4	898.377976888963	0.471860473660532	4.32134199134199	0.0484158981603467	-18.0093198501505	528	9
"t-lymphocytes/immunology"	"MESH"	0.002840909090909	1	12844.2527599983	0.472459404067565	6.47845121556868	0.312549602387264	23.6878977120269	254	6
"TBX21"	"GENE"	0.002840909090909	1	11714.4050883279	0.43901085166765	7.07037037037037	0.356869335407375	35.4314206191834	208	25
"TCIM"	"GENE"	0.002840909090909	1	13884.8670741791	0.461270545833922	7.42730179028133	0.443338200980937	86.9241615594129	40	26
"teichoic acids/blood"	"MESH"	0.002840909090909	1	148166.856719855	0.420750581648903	8.63980179028132	0.711174227393216	-37.9420405042152	655	26
"testosterone/pharmacology"	"MESH"	0.002840909090909	1	29402.4772499188	0.441440029254309	7.02945845004668	0.431109228424946	-79.0519834210457	792	19
"tetrahydrofolate dehydrogenase/genetics"	"MESH"	0.002840909090909	1	41090.7834424075	0.466730750975195	8.01858151011074	0.588601768225901	54.3943248155464	115	17
"TF"	"GENE"	0.002840909090909	1	64481.1356288771	0.420790380353327	7.06308650781267	0.485992285836733	-47.0979926361412	688	17
"TGFB1"	"GENE"	0.0198863636363636	7	1668.41222162182	0.46673150868691	6.86569755526278	0.166461643465977	24.5356359090906	247	1
"th1 cells/drug effects"	"MESH"	0.002840909090909	1	27697.3281807988	0.43901085166765	7.07037037037037	0.433907795114363	35.431497350717	204	25
"th1 cells/immunology"	"MESH"	0.002840909090909	1	12538.6030058055	0.444358870142094	5.79229980969111	0.258267725909113	-19.3249237681147	535	16
"thiazoles/pharmacology"	"MESH"	0.002840909090909	1	148644.095814741	0.455370147484694	10.977355977356	0.861691679497151	20.4324421386328	298	1
"thp-1 cells"	"MESH"	0.0198863636363636	7	393.421880581256	0.424716457301581	1.58367547485195	0.00290074760718084	-46.3093159542872	686	1
"thyroid hormones/immunology"	"MESH"	0.002840909090909	1	12007.4399964777	0.467111382707209	7.03140096618357	0.35221663148204	63.1513669955572	93	22
"TICAM1"	"GENE"	0.037037037037037	1	12683.8766994319	0.376745493546373	7.35555555555555	0.404931072522658	-162.240851058547	986	10
"TLR4"	"GENE"	0.0511363636363636	18	2697.0165905168	0.448346360304489	5.40211658450427	0.141720964746591	-93.3680319147063	850	10
"TNF"	"GENE"	0.065340909090909	23	1964.40521430266	0.464773271722142	5.26155956636774	0.120355232456628	32.6557089718561	217	22
"tnf-related apoptosis-inducing ligand/genetics"	"MESH"	0.002840909090909	1	8122.77972931604	0.392493079449497	4.58117667356797	0.165116426723385	-83.5305074573965	812	19
