#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO Process	GO:0010033	Response to organic substance	23	2692	0.61	7.99e-08	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000248244,9606.ENSP00000248553,9606.ENSP00000263317,9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000280612,9606.ENSP00000320866,9606.ENSP00000337383,9606.ENSP00000345347,9606.ENSP00000363089,9606.ENSP00000367123,9606.ENSP00000371067,9606.ENSP00000378897,9606.ENSP00000380252,9606.ENSP00000385675,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000437955,9606.ENSP00000498596	HMOX1,TGFB1,TICAM1,HSPB1,NOX4,SLC9A1,STAT3,TP53,ATM,SLC7A11,CALR,NLRP3,HMGB1,TLR4,SLC3A2,JAK2,ASAH2,NFE2L2,IL6,CD44,CD36,HIF1A,STING1
GO Process	GO:0042221	Response to chemical	27	4010	0.51	1.27e-07	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000248244,9606.ENSP00000248553,9606.ENSP00000261024,9606.ENSP00000263317,9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000280612,9606.ENSP00000320866,9606.ENSP00000337383,9606.ENSP00000345347,9606.ENSP00000358072,9606.ENSP00000363089,9606.ENSP00000367123,9606.ENSP00000371067,9606.ENSP00000378897,9606.ENSP00000380252,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000437955,9606.ENSP00000450482,9606.ENSP00000498596	HMOX1,TGFB1,TICAM1,HSPB1,SLC40A1,NOX4,SLC9A1,STAT3,TP53,ATM,SLC7A11,CALR,NLRP3,HMGB1,ATG5,TLR4,SLC3A2,JAK2,ASAH2,NFE2L2,IL6,TF,CD44,CD36,HIF1A,BDKRB2,STING1
GO Process	GO:0032101	Regulation of response to external stimulus	15	964	0.87	1.50e-07	9606.ENSP00000221930,9606.ENSP00000248553,9606.ENSP00000248923,9606.ENSP00000278616,9606.ENSP00000320866,9606.ENSP00000337383,9606.ENSP00000345347,9606.ENSP00000358072,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000378431,9606.ENSP00000380252,9606.ENSP00000385675,9606.ENSP00000415743,9606.ENSP00000498596	TGFB1,HSPB1,GGT1,ATM,CALR,NLRP3,HMGB1,ATG5,TLR4,JAK2,MMRN1,NFE2L2,IL6,CD36,STING1
GO Process	GO:0048522	Positive regulation of cellular process	31	5584	0.43	1.63e-07	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000226067,9606.ENSP00000248244,9606.ENSP00000248553,9606.ENSP00000261024,9606.ENSP00000263317,9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000320866,9606.ENSP00000335062,9606.ENSP00000337383,9606.ENSP00000339787,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000350012,9606.ENSP00000357704,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000378431,9606.ENSP00000380252,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000398410,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000437955,9606.ENSP00000478931,9606.ENSP00000498596	HMOX1,TGFB1,HLF,TICAM1,HSPB1,SLC40A1,NOX4,SLC9A1,STAT3,TP53,ATM,CALR,PDCD1,NLRP3,ACSL4,HMGB1,FN1,ACSL3,S100A4,TLR4,JAK2,MMRN1,NFE2L2,IL6,TF,KDM8,CD44,CD36,HIF1A,AIFM2,STING1
GO Process	GO:0071310	Cellular response to organic substance	20	2019	0.68	1.73e-07	9606.ENSP00000221930,9606.ENSP00000248244,9606.ENSP00000248553,9606.ENSP00000263317,9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000320866,9606.ENSP00000337383,9606.ENSP00000345347,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000378897,9606.ENSP00000380252,9606.ENSP00000385675,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000437955,9606.ENSP00000498596	TGFB1,TICAM1,HSPB1,NOX4,SLC9A1,STAT3,TP53,ATM,CALR,NLRP3,HMGB1,TLR4,JAK2,ASAH2,NFE2L2,IL6,CD44,CD36,HIF1A,STING1
GO Process	GO:1900407	Regulation of cellular response to oxidative stress	7	84	1.6	2.13e-07	9606.ENSP00000248553,9606.ENSP00000280612,9606.ENSP00000363089,9606.ENSP00000380252,9606.ENSP00000415743,9606.ENSP00000437955,9606.ENSP00000478931	HSPB1,SLC7A11,TLR4,NFE2L2,CD36,HIF1A,AIFM2
GO Process	GO:0050776	Regulation of immune response	14	844	0.9	2.75e-07	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000248244,9606.ENSP00000335062,9606.ENSP00000337383,9606.ENSP00000345347,9606.ENSP00000358072,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000380252,9606.ENSP00000385675,9606.ENSP00000386559,9606.ENSP00000415743,9606.ENSP00000498596	HMOX1,TGFB1,TICAM1,PDCD1,NLRP3,HMGB1,ATG5,TLR4,JAK2,NFE2L2,IL6,CD8A,CD36,STING1
GO Process	GO:0048519	Negative regulation of biological process	30	5313	0.43	3.00e-07	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000248553,9606.ENSP00000261024,9606.ENSP00000263317,9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000273550,9606.ENSP00000278616,9606.ENSP00000280612,9606.ENSP00000320866,9606.ENSP00000335062,9606.ENSP00000337383,9606.ENSP00000339787,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000358072,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000378431,9606.ENSP00000378897,9606.ENSP00000380252,9606.ENSP00000385675,9606.ENSP00000398410,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000437955,9606.ENSP00000450482,9606.ENSP00000478931	HMOX1,TGFB1,HSPB1,SLC40A1,NOX4,SLC9A1,STAT3,TP53,FTH1,ATM,SLC7A11,CALR,PDCD1,NLRP3,ACSL4,HMGB1,FN1,ATG5,TLR4,JAK2,MMRN1,ASAH2,NFE2L2,IL6,KDM8,CD44,CD36,HIF1A,BDKRB2,AIFM2
GO Process	GO:0009893	Positive regulation of metabolic process	26	3847	0.51	3.11e-07	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000226067,9606.ENSP00000248244,9606.ENSP00000248553,9606.ENSP00000261024,9606.ENSP00000263317,9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000320866,9606.ENSP00000337383,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000350012,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000380252,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000398410,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000437955,9606.ENSP00000498596	HMOX1,TGFB1,HLF,TICAM1,HSPB1,SLC40A1,NOX4,SLC9A1,STAT3,TP53,ATM,CALR,NLRP3,HMGB1,FN1,ACSL3,TLR4,JAK2,NFE2L2,IL6,TF,KDM8,CD44,CD36,HIF1A,STING1
GO Process	GO:0010604	Positive regulation of macromolecule metabolic process	25	3533	0.53	3.34e-07	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000226067,9606.ENSP00000248244,9606.ENSP00000248553,9606.ENSP00000261024,9606.ENSP00000263317,9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000320866,9606.ENSP00000337383,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000380252,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000398410,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000437955,9606.ENSP00000498596	HMOX1,TGFB1,HLF,TICAM1,HSPB1,SLC40A1,NOX4,SLC9A1,STAT3,TP53,ATM,CALR,NLRP3,HMGB1,FN1,TLR4,JAK2,NFE2L2,IL6,TF,KDM8,CD44,CD36,HIF1A,STING1
GO Process	GO:0071216	Cellular response to biotic stimulus	9	232	1.27	3.62e-07	9606.ENSP00000221930,9606.ENSP00000248244,9606.ENSP00000269305,9606.ENSP00000337383,9606.ENSP00000345347,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000385675,9606.ENSP00000415743	TGFB1,TICAM1,TP53,NLRP3,HMGB1,TLR4,JAK2,IL6,CD36
GO Process	GO:0045321	Leukocyte activation	12	574	1.0	4.07e-07	9606.ENSP00000221930,9606.ENSP00000248244,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000345347,9606.ENSP00000358072,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000385675,9606.ENSP00000386559,9606.ENSP00000398632	TGFB1,TICAM1,STAT3,TP53,ATM,HMGB1,ATG5,TLR4,JAK2,IL6,CD8A,CD44
GO Process	GO:1901701	Cellular response to oxygen-containing compound	15	1057	0.83	4.18e-07	9606.ENSP00000221930,9606.ENSP00000248244,9606.ENSP00000263317,9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000337383,9606.ENSP00000345347,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000380252,9606.ENSP00000385675,9606.ENSP00000415743,9606.ENSP00000437955	TGFB1,TICAM1,NOX4,SLC9A1,STAT3,TP53,ATM,NLRP3,HMGB1,TLR4,JAK2,NFE2L2,IL6,CD36,HIF1A
GO Process	GO:0043066	Negative regulation of apoptotic process	14	891	0.88	4.67e-07	9606.ENSP00000216117,9606.ENSP00000248553,9606.ENSP00000261024,9606.ENSP00000263980,9606.ENSP00000269305,9606.ENSP00000335062,9606.ENSP00000358072,9606.ENSP00000371067,9606.ENSP00000378897,9606.ENSP00000380252,9606.ENSP00000385675,9606.ENSP00000398632,9606.ENSP00000437955,9606.ENSP00000450482	HMOX1,HSPB1,SLC40A1,SLC9A1,TP53,PDCD1,ATG5,JAK2,ASAH2,NFE2L2,IL6,CD44,HIF1A,BDKRB2
GO Process	GO:0046649	Lymphocyte activation	11	457	1.06	4.98e-07	9606.ENSP00000221930,9606.ENSP00000248244,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000345347,9606.ENSP00000358072,9606.ENSP00000363089,9606.ENSP00000385675,9606.ENSP00000386559,9606.ENSP00000398632	TGFB1,TICAM1,STAT3,TP53,ATM,HMGB1,ATG5,TLR4,IL6,CD8A,CD44
GO Process	GO:0010629	Negative regulation of gene expression	14	899	0.87	5.07e-07	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000320866,9606.ENSP00000337383,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000358072,9606.ENSP00000363089,9606.ENSP00000385675,9606.ENSP00000415743,9606.ENSP00000437955	HMOX1,TGFB1,STAT3,TP53,ATM,CALR,NLRP3,HMGB1,FN1,ATG5,TLR4,IL6,CD36,HIF1A
GO Process	GO:0010942	Positive regulation of cell death	12	590	0.99	5.07e-07	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000263980,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000335062,9606.ENSP00000345347,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000385675,9606.ENSP00000415743,9606.ENSP00000478931	HMOX1,TGFB1,SLC9A1,TP53,ATM,PDCD1,HMGB1,TLR4,JAK2,IL6,CD36,AIFM2
GO Process	GO:0010506	Regulation of autophagy	10	346	1.14	5.20e-07	9606.ENSP00000216117,9606.ENSP00000248244,9606.ENSP00000248553,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000345347,9606.ENSP00000358072,9606.ENSP00000437955,9606.ENSP00000498596	HMOX1,TICAM1,HSPB1,STAT3,TP53,ATM,HMGB1,ATG5,HIF1A,STING1
GO Process	GO:0043536	Positive regulation of blood vessel endothelial cell migration	6	53	1.74	5.33e-07	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000248553,9606.ENSP00000345347,9606.ENSP00000380252,9606.ENSP00000437955	HMOX1,TGFB1,HSPB1,HMGB1,NFE2L2,HIF1A
GO Process	GO:0044419	Biological process involved in interspecies interaction between organisms	17	1490	0.74	5.55e-07	9606.ENSP00000221930,9606.ENSP00000248244,9606.ENSP00000248553,9606.ENSP00000269305,9606.ENSP00000320866,9606.ENSP00000337383,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000358072,9606.ENSP00000363089,9606.ENSP00000367123,9606.ENSP00000371067,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000415743,9606.ENSP00000437955,9606.ENSP00000498596	TGFB1,TICAM1,HSPB1,TP53,CALR,NLRP3,HMGB1,FN1,ATG5,TLR4,SLC3A2,JAK2,IL6,TF,CD36,HIF1A,STING1
GO Process	GO:0065008	Regulation of biological quality	25	3654	0.52	5.55e-07	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000248553,9606.ENSP00000261024,9606.ENSP00000263317,9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000273550,9606.ENSP00000280612,9606.ENSP00000320866,9606.ENSP00000339787,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000358072,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000378431,9606.ENSP00000380252,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000398410,9606.ENSP00000415743,9606.ENSP00000437955,9606.ENSP00000450482	HMOX1,TGFB1,HSPB1,SLC40A1,NOX4,SLC9A1,STAT3,TP53,FTH1,SLC7A11,CALR,ACSL4,HMGB1,FN1,ATG5,TLR4,JAK2,MMRN1,NFE2L2,IL6,TF,KDM8,CD36,HIF1A,BDKRB2
GO Process	GO:0051239	Regulation of multicellular organismal process	22	2749	0.58	5.89e-07	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000248244,9606.ENSP00000248553,9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000320866,9606.ENSP00000335062,9606.ENSP00000337383,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000358072,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000380252,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000415743,9606.ENSP00000437955,9606.ENSP00000450482,9606.ENSP00000498596	HMOX1,TGFB1,TICAM1,HSPB1,SLC9A1,STAT3,TP53,CALR,PDCD1,NLRP3,HMGB1,FN1,ATG5,TLR4,JAK2,NFE2L2,IL6,TF,CD36,HIF1A,BDKRB2,STING1
GO Process	GO:0048523	Negative regulation of cellular process	28	4736	0.45	6.09e-07	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000248553,9606.ENSP00000261024,9606.ENSP00000263317,9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000273550,9606.ENSP00000278616,9606.ENSP00000280612,9606.ENSP00000320866,9606.ENSP00000335062,9606.ENSP00000337383,9606.ENSP00000339787,9606.ENSP00000345347,9606.ENSP00000358072,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000378897,9606.ENSP00000380252,9606.ENSP00000385675,9606.ENSP00000398410,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000437955,9606.ENSP00000450482,9606.ENSP00000478931	HMOX1,TGFB1,HSPB1,SLC40A1,NOX4,SLC9A1,STAT3,TP53,FTH1,ATM,SLC7A11,CALR,PDCD1,NLRP3,ACSL4,HMGB1,ATG5,TLR4,JAK2,ASAH2,NFE2L2,IL6,KDM8,CD44,CD36,HIF1A,BDKRB2,AIFM2
GO Process	GO:0051240	Positive regulation of multicellular organismal process	17	1505	0.73	6.09e-07	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000248244,9606.ENSP00000248553,9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000337383,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000358072,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000380252,9606.ENSP00000385675,9606.ENSP00000415743,9606.ENSP00000437955,9606.ENSP00000498596	HMOX1,TGFB1,TICAM1,HSPB1,SLC9A1,STAT3,NLRP3,HMGB1,FN1,ATG5,TLR4,JAK2,NFE2L2,IL6,CD36,HIF1A,STING1
GO Process	GO:0010595	Positive regulation of endothelial cell migration	7	107	1.5	7.21e-07	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000248553,9606.ENSP00000320866,9606.ENSP00000345347,9606.ENSP00000380252,9606.ENSP00000437955	HMOX1,TGFB1,HSPB1,CALR,HMGB1,NFE2L2,HIF1A
GO Process	GO:1900017	Positive regulation of cytokine production involved in inflammatory response	5	24	2.0	7.21e-07	9606.ENSP00000248244,9606.ENSP00000264657,9606.ENSP00000363089,9606.ENSP00000385675,9606.ENSP00000437955	TICAM1,STAT3,TLR4,IL6,HIF1A
GO Process	GO:0045785	Positive regulation of cell adhesion	11	485	1.04	7.45e-07	9606.ENSP00000221930,9606.ENSP00000278616,9606.ENSP00000320866,9606.ENSP00000337383,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000371067,9606.ENSP00000378431,9606.ENSP00000385675,9606.ENSP00000398632,9606.ENSP00000415743	TGFB1,ATM,CALR,NLRP3,HMGB1,FN1,JAK2,MMRN1,IL6,CD44,CD36
GO Process	GO:0031325	Positive regulation of cellular metabolic process	23	3114	0.55	8.56e-07	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000226067,9606.ENSP00000248244,9606.ENSP00000261024,9606.ENSP00000263317,9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000337383,9606.ENSP00000345347,9606.ENSP00000350012,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000380252,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000398410,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000437955,9606.ENSP00000498596	HMOX1,TGFB1,HLF,TICAM1,SLC40A1,NOX4,SLC9A1,STAT3,TP53,ATM,NLRP3,HMGB1,ACSL3,TLR4,JAK2,NFE2L2,IL6,TF,KDM8,CD44,CD36,HIF1A,STING1
GO Process	GO:0051091	Positive regulation of DNA-binding transcription factor activity	9	267	1.21	8.56e-07	9606.ENSP00000221930,9606.ENSP00000248244,9606.ENSP00000264657,9606.ENSP00000337383,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000385675,9606.ENSP00000415743,9606.ENSP00000498596	TGFB1,TICAM1,STAT3,NLRP3,TLR4,JAK2,IL6,CD36,STING1
GO Process	GO:1901700	Response to oxygen-containing compound	17	1547	0.72	8.56e-07	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000248244,9606.ENSP00000263317,9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000320866,9606.ENSP00000337383,9606.ENSP00000345347,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000380252,9606.ENSP00000385675,9606.ENSP00000415743,9606.ENSP00000437955	HMOX1,TGFB1,TICAM1,NOX4,SLC9A1,STAT3,TP53,ATM,CALR,NLRP3,HMGB1,TLR4,JAK2,NFE2L2,IL6,CD36,HIF1A
GO Process	GO:0002246	Wound healing involved in inflammatory response	4	7	2.44	1.03e-06	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000363089,9606.ENSP00000437955	HMOX1,TGFB1,TLR4,HIF1A
GO Process	GO:0051173	Positive regulation of nitrogen compound metabolic process	23	3166	0.54	1.13e-06	9606.ENSP00000221930,9606.ENSP00000226067,9606.ENSP00000248244,9606.ENSP00000261024,9606.ENSP00000263317,9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000337383,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000350012,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000380252,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000398410,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000437955,9606.ENSP00000498596	TGFB1,HLF,TICAM1,SLC40A1,NOX4,SLC9A1,STAT3,TP53,ATM,NLRP3,HMGB1,FN1,ACSL3,TLR4,JAK2,NFE2L2,IL6,TF,KDM8,CD44,CD36,HIF1A,STING1
GO Process	GO:0048585	Negative regulation of response to stimulus	17	1612	0.7	1.45e-06	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000248553,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000320866,9606.ENSP00000335062,9606.ENSP00000337383,9606.ENSP00000358072,9606.ENSP00000363089,9606.ENSP00000378431,9606.ENSP00000378897,9606.ENSP00000380252,9606.ENSP00000385675,9606.ENSP00000398632,9606.ENSP00000437955,9606.ENSP00000450482	HMOX1,TGFB1,HSPB1,TP53,ATM,CALR,PDCD1,NLRP3,ATG5,TLR4,MMRN1,ASAH2,NFE2L2,IL6,CD44,HIF1A,BDKRB2
GO Process	GO:0071222	Cellular response to lipopolysaccharide	8	195	1.29	1.45e-06	9606.ENSP00000221930,9606.ENSP00000248244,9606.ENSP00000337383,9606.ENSP00000345347,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000385675,9606.ENSP00000415743	TGFB1,TICAM1,NLRP3,HMGB1,TLR4,JAK2,IL6,CD36
GO Process	GO:0019220	Regulation of phosphate metabolic process	16	1405	0.74	1.60e-06	9606.ENSP00000221930,9606.ENSP00000248553,9606.ENSP00000263317,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000346839,9606.ENSP00000350012,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000437955,9606.ENSP00000450482	TGFB1,HSPB1,NOX4,STAT3,TP53,ATM,FN1,ACSL3,TLR4,JAK2,IL6,TF,CD44,CD36,HIF1A,BDKRB2
GO Process	GO:0010039	Response to iron ion	5	31	1.89	1.92e-06	9606.ENSP00000216117,9606.ENSP00000261024,9606.ENSP00000358072,9606.ENSP00000385834,9606.ENSP00000437955	HMOX1,SLC40A1,ATG5,TF,HIF1A
GO Process	GO:0032722	Positive regulation of chemokine production	6	71	1.61	2.00e-06	9606.ENSP00000216117,9606.ENSP00000248244,9606.ENSP00000345347,9606.ENSP00000363089,9606.ENSP00000385675,9606.ENSP00000437955	HMOX1,TICAM1,HMGB1,TLR4,IL6,HIF1A
GO Process	GO:0048534	Hematopoietic or lymphoid organ development	12	705	0.91	2.43e-06	9606.ENSP00000221930,9606.ENSP00000261024,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000345347,9606.ENSP00000358072,9606.ENSP00000371067,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000386559,9606.ENSP00000437955	TGFB1,SLC40A1,STAT3,TP53,ATM,HMGB1,ATG5,JAK2,IL6,TF,CD8A,HIF1A
GO Process	GO:0042325	Regulation of phosphorylation	15	1251	0.76	2.52e-06	9606.ENSP00000221930,9606.ENSP00000248553,9606.ENSP00000263317,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000346839,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000437955,9606.ENSP00000450482	TGFB1,HSPB1,NOX4,STAT3,TP53,ATM,FN1,TLR4,JAK2,IL6,TF,CD44,CD36,HIF1A,BDKRB2
GO Process	GO:0045944	Positive regulation of transcription by RNA polymerase II	15	1250	0.76	2.52e-06	9606.ENSP00000221930,9606.ENSP00000226067,9606.ENSP00000261024,9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000337383,9606.ENSP00000345347,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000380252,9606.ENSP00000385675,9606.ENSP00000437955,9606.ENSP00000498596	TGFB1,HLF,SLC40A1,SLC9A1,STAT3,TP53,ATM,NLRP3,HMGB1,TLR4,JAK2,NFE2L2,IL6,HIF1A,STING1
GO Process	GO:0080135	Regulation of cellular response to stress	12	712	0.91	2.63e-06	9606.ENSP00000248553,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000280612,9606.ENSP00000345347,9606.ENSP00000363089,9606.ENSP00000380252,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000437955,9606.ENSP00000450482,9606.ENSP00000478931	HSPB1,TP53,ATM,SLC7A11,HMGB1,TLR4,NFE2L2,CD44,CD36,HIF1A,BDKRB2,AIFM2
GO Process	GO:0010557	Positive regulation of macromolecule biosynthetic process	18	1935	0.65	2.68e-06	9606.ENSP00000221930,9606.ENSP00000226067,9606.ENSP00000261024,9606.ENSP00000263317,9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000337383,9606.ENSP00000345347,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000380252,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000398410,9606.ENSP00000437955,9606.ENSP00000498596	TGFB1,HLF,SLC40A1,NOX4,SLC9A1,STAT3,TP53,ATM,NLRP3,HMGB1,TLR4,JAK2,NFE2L2,IL6,TF,KDM8,HIF1A,STING1
GO Process	GO:0045893	Positive regulation of transcription, DNA-templated	17	1710	0.68	3.01e-06	9606.ENSP00000221930,9606.ENSP00000226067,9606.ENSP00000261024,9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000337383,9606.ENSP00000345347,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000380252,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000398410,9606.ENSP00000437955,9606.ENSP00000498596	TGFB1,HLF,SLC40A1,SLC9A1,STAT3,TP53,ATM,NLRP3,HMGB1,TLR4,JAK2,NFE2L2,IL6,TF,KDM8,HIF1A,STING1
GO Process	GO:0051090	Regulation of DNA-binding transcription factor activity	10	436	1.04	3.01e-06	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000248244,9606.ENSP00000264657,9606.ENSP00000337383,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000385675,9606.ENSP00000415743,9606.ENSP00000498596	HMOX1,TGFB1,TICAM1,STAT3,NLRP3,TLR4,JAK2,IL6,CD36,STING1
GO Process	GO:0034599	Cellular response to oxidative stress	8	224	1.23	3.39e-06	9606.ENSP00000216117,9606.ENSP00000269305,9606.ENSP00000280612,9606.ENSP00000371067,9606.ENSP00000380252,9606.ENSP00000385675,9606.ENSP00000415743,9606.ENSP00000437955	HMOX1,TP53,SLC7A11,JAK2,NFE2L2,IL6,CD36,HIF1A
GO Process	GO:2000377	Regulation of reactive oxygen species metabolic process	7	143	1.37	3.50e-06	9606.ENSP00000221930,9606.ENSP00000269305,9606.ENSP00000358072,9606.ENSP00000363089,9606.ENSP00000380252,9606.ENSP00000415743,9606.ENSP00000437955	TGFB1,TP53,ATG5,TLR4,NFE2L2,CD36,HIF1A
